latitude,longitude
-23.5461686,-46.6967525
-23.6101493,-46.7257726
-23.5715416,-46.6242148
-23.6271401,-46.6359584
-23.5436607,-46.6542107
-23.6042963,-46.6666934
-23.5333002,-46.6843978
-23.4976535,-46.6259388
-23.5987574,-46.6331218
-23.6148459,-46.6825676
-23.5427698,-46.6542995
-23.5346195,-46.6853427
-23.5637645,-46.5864487
-23.622873,-46.735766
-23.538633,-46.5792473
-23.57662,-46.641969
-23.613009,-46.6848526
-23.5712612,-46.6510088
-23.5337295,-46.6624662
-23.5618182,-46.6683642
-23.6266207,-46.66551
-23.5551611,-46.6826801
-23.6122597,-46.6830028
-23.5520517,-46.6547297
-23.5906473,-46.6329308
-23.5714181,-46.6580318
-23.5691038,-46.6351505
-23.5667584,-46.6907122
-23.5627165,-46.6668122
-23.5646802,-46.6483894
-23.5036456,-46.6364472
-23.4938109,-46.6260875
-23.5252333,-46.7299761
-23.5472416,-46.6592722
-23.6157836,-46.6778546
-23.5943294,-46.6883168
-23.5637562,-46.6715708
-23.6023614,-46.6036593
-23.5696674,-46.7264249
-23.559585,-46.6740277
-23.5730649,-46.6424362
-23.6104204,-46.6331327
-23.5241407,-46.7093015
-23.6143234,-46.6817543
-23.5610049,-46.5939018
-23.5732759,-46.6341983
-23.5374247,-46.6611087
-23.6127407,-46.6332796
-23.6434257,-46.6699681
-23.6072016,-46.7042925
-23.5914741,-46.7215035
-23.5963062,-46.6757069
-23.6324475,-46.7389441
-23.5988133,-46.6455051
-23.5387683,-46.5734219
-23.578738,-46.642185
-23.6361814,-46.7389724
-23.6427828,-46.6520707
-23.5875005,-46.6431092
-23.636832,-46.6701519
-23.5317639,-46.6806913
-23.5564383,-46.594687
-23.5706959,-46.7126299
-23.5935287,-46.710956
-23.6169446,-46.6766548
-23.5315501,-46.7161424
-23.553691,-46.738511
-23.5492086,-46.6876559
-23.5726141,-46.6604191
-23.57575,-46.63583
-23.6061535,-46.6734087
-23.5933156,-46.6230443
-23.6073,-46.620271
-23.5795101,-46.6727459
-23.5434417,-46.6562989
-23.5637232,-46.6675924
-23.570356,-46.6626678
-23.5834698,-46.6393169
-23.6258758,-46.6836565
-23.6118578,-46.6386773
-23.5421956,-46.6637814
-23.5720378,-46.6211942
-23.6126871,-46.6818681
-23.6026016,-46.6428563
-23.5827837,-46.6400935
-23.6092816,-46.7061731
-23.6047013,-46.6688144
-23.5928676,-46.6246589
-23.6083758,-46.6301529
-23.5962441,-46.6697625
-23.5475703,-46.659091
-23.5813368,-46.6727268
-23.6121082,-46.6316573
-23.5977601,-46.6820159
-23.536562,-46.682289
-23.5788193,-46.6179128
-23.5717496,-46.6416933
-23.6465601,-46.6699247
-23.5451656,-46.6579274
-23.6139787,-46.6333533
-23.5491468,-46.5940697
-23.5622782,-46.6884114
-23.5553219,-46.6527284
-23.6229323,-46.733514
-23.5900387,-46.7033245
-23.5838176,-46.6703384
-23.5936746,-46.6271125
-23.567091,-46.6534403
-23.539033,-46.6691875
-23.6018155,-46.6285279
-23.612941,-46.6797389
-23.5728084,-46.7124077
-23.533148,-46.6693989
-23.6080155,-46.6626546
-23.6236949,-46.7301676
-23.6352067,-46.6389672
-23.6385523,-46.6999185
-23.6008427,-46.6632532
-23.5553773,-46.675586
-23.5822264,-46.6457215
-23.535681,-46.689074
-23.5870387,-46.6005503
-23.5615864,-46.6506731
-23.534684,-46.660174
-23.5707553,-46.713572
-23.597307,-46.666477
-23.5539091,-46.6928325
-23.6110025,-46.7076264
-23.5826108,-46.6777128
-23.5438512,-46.6886361
-23.5675811,-46.6555311
-23.5342647,-46.6818497
-23.5776856,-46.6187046
-23.5700754,-46.657735
-23.6205175,-46.6792849
-23.5565665,-46.6567703
-23.54596,-46.6577915
-23.5796937,-46.6174403
-23.534803,-46.656283
-23.615476,-46.626296
-23.5431228,-46.5675631
-23.5653004,-46.6158602
-23.5961654,-46.682337
-23.580942,-46.640089
-23.618411,-46.678034
-23.626672,-46.6681684
-23.6473981,-46.6637213
-23.566492,-46.6663015
-23.5924804,-46.67354
-23.5711758,-46.6546534
-23.6019401,-46.6664132
-23.6114498,-46.6802723
-23.5359075,-46.6594947
-23.5486478,-46.657427
-23.5410759,-46.6520365
-23.5596844,-46.6741964
-23.533593,-46.702886
-23.5858043,-46.6851673
-23.5781475,-46.6488317
-23.5808741,-46.6529586
-23.5406271,-46.6545169
-23.6208425,-46.6845247
-23.5812234,-46.6243853
-23.5633306,-46.594232
-23.6068666,-46.73668
-23.5434098,-46.7244373
-23.6255516,-46.7315158
-23.5401872,-46.7029841
-23.5883866,-46.6705385
-23.5990985,-46.6488071
-23.565324,-46.636189
-23.5665161,-46.6612922
-23.5411162,-46.6704859
-23.595733,-46.6055691
-23.5551954,-46.6522603
-23.570092,-46.6516921
-23.5750643,-46.6241444
-23.5022351,-46.6348806
-23.4920508,-46.6294743
-23.5939969,-46.6278733
-23.5468266,-46.5707451
-23.5879285,-46.6433128
-23.5440476,-46.6535407
-23.5727848,-46.6985855
-23.5673883,-46.654737
-23.5482715,-46.6605882
-23.5292868,-46.6815304
-23.5631259,-46.6440962
-23.6023042,-46.6679043
-23.5631297,-46.6595924
-23.6074378,-46.6581372
-23.5804867,-46.6445184
-23.6040174,-46.6294411
-23.5948388,-46.6696803
-23.5330429,-46.6656714
-23.5804396,-46.6733096
-23.6280464,-46.6337065
-23.5937398,-46.6421171
-23.6066237,-46.6945701
-23.5284394,-46.7198811
-23.5346105,-46.6820886
-23.543835,-46.6615255
-23.5044636,-46.6769242
-23.5822897,-46.6759427
-23.5798323,-46.6760285
-23.5455271,-46.6570159
-23.536768,-46.6599009
-23.5880635,-46.6325375
-23.6455667,-46.7019597
-23.5482841,-46.6554304
-23.5474429,-46.6538725
-23.6002713,-46.6419843
-23.538727,-46.683976
-23.5887131,-46.678849
-23.5728136,-46.5913191
-23.5549569,-46.6538549
-23.5652344,-46.6450163
-23.6107631,-46.6579595
-23.616934,-46.625716
-23.5973327,-46.6466889
-23.5593856,-46.6644146
-23.5531106,-46.5717714
-23.573739,-46.6583082
-23.5516732,-46.6528534
-23.531172,-46.6912571
-23.5850119,-46.6456664
-23.5403096,-46.6505882
-23.6073637,-46.6583578
-23.5719803,-46.6358123
-23.5502845,-46.6913577
-23.6078581,-46.7085863
-23.549525,-46.6817011
-23.6285885,-46.7320214
-23.6320602,-46.7328415
-23.5794712,-46.6700669
-23.537177,-46.6597443
-23.6229314,-46.6276214
-23.6197114,-46.6404614
-23.5857304,-46.6739671
-23.5406634,-46.7182035
-23.5801143,-46.6726702
-23.583754,-46.677533
-23.6089249,-46.6633588
-23.6105168,-46.661546
-23.582666,-46.672449
-23.6451264,-46.668878
-23.5775434,-46.6376935
-23.5635755,-46.6692211
-23.601473,-46.6506721
-23.6406963,-46.6395026
-23.5350702,-46.6613873
-23.5358501,-46.6802777
-23.6230611,-46.7368074
-23.614059,-46.6631349
-23.5836215,-46.6289314
-23.535689,-46.655478
-23.6110078,-46.6586633
-23.557421,-46.6662968
-23.5907374,-46.6328
-23.5693335,-46.6537776
-23.5778214,-46.6266678
-23.5699996,-46.6535696
-23.5856374,-46.6045537
-23.5629025,-46.6867739
-23.5366378,-46.6835395
-23.5477427,-46.6531602
-23.5486537,-46.5953517
-23.5551168,-46.6785744
-23.5819271,-46.6315191
-23.5253036,-46.732747
-23.5817252,-46.6711278
-23.6009611,-46.6383135
-23.6002679,-46.6203513
-23.6118574,-46.7359158
-23.6030265,-46.6685795
-23.5880182,-46.6264786
-23.5784847,-46.6751236
-23.5521867,-46.6503856
-23.6176358,-46.6556604
-23.6212587,-46.6171303
-23.5752392,-46.5857729
-23.556636,-46.654043
-23.5495135,-46.6538344
-23.5945369,-46.6675793
-23.5707113,-46.6566558
-23.5531288,-46.6618411
-23.5641199,-46.6436357
-23.5830109,-46.6740103
-23.6115758,-46.6786796
-23.5959696,-46.6776174
-23.6197437,-46.6768887
-23.6043222,-46.6607536
-23.6280641,-46.718925
-23.6091099,-46.6552448
-23.6365067,-46.6379238
-23.5988351,-46.6631982
-23.544033,-46.687563
-23.5666844,-46.6452525
-23.4961716,-46.6452058
-23.5841828,-46.6182101
-23.5584083,-46.6677161
-23.5734673,-46.6486872
-23.6096319,-46.6416984
-23.556279,-46.6556762
-23.5341397,-46.6918775
-23.6056987,-46.6304253
-23.5531633,-46.6814361
-23.614304,-46.683129
-23.6081802,-46.7393635
-23.5365906,-46.6611112
-23.595161,-46.647183
-23.5317926,-46.6883844
-23.5410183,-46.6774729
-23.532263,-46.705242
-23.5973905,-46.5994031
-23.6212347,-46.7335488
-23.6255749,-46.6706481
-23.5336781,-46.6725322
-23.5461167,-46.656214
-23.5412707,-46.5696919
-23.543006,-46.686976
-23.5486036,-46.6883323
-23.579621,-46.641502
-23.5562102,-46.6807261
-23.6122873,-46.6814816
-23.6081891,-46.6295603
-23.5634554,-46.6482392
-23.6142406,-46.6798803
-23.5635683,-46.6807657
-23.5647276,-46.6425302
-23.6002409,-46.6752691
-23.5409488,-46.6616304
-23.6204037,-46.7375965
-23.5871051,-46.7169772
-23.5379874,-46.6590028
-23.5710872,-46.6616997
-23.5514397,-46.5755293
-23.6333803,-46.6382285
-23.5905051,-46.6271104
-23.6237252,-46.6763204
-23.643513,-46.6345224
-23.5449849,-46.6534554
-23.6158722,-46.6853623
-23.6204139,-46.6765973
-23.5699535,-46.6556607
-23.5621633,-46.6515602
-23.6008436,-46.6207938
-23.54431,-46.6556078
-23.5893844,-46.6278914
-23.5809781,-46.6400345
-23.5348355,-46.6681023
-23.5512139,-46.6502107
-23.5759277,-46.6188836
-23.6140411,-46.7056731
-23.6359422,-46.6371722
-23.6030652,-46.6772769
-23.6006321,-46.6815318
-23.6357737,-46.6965132
-23.5610469,-46.6890706
-23.6105948,-46.639882
-23.551443,-46.644031
-23.5578282,-46.6774148
-23.6297688,-46.7335156
-23.588259,-46.630847
-23.633197,-46.6407974
-23.528427,-46.6852243
-23.5639756,-46.6846898
-23.5682716,-46.5953643
-23.540989,-46.685274
-23.5759967,-46.6488029
-23.5612786,-46.6824265
-23.5748776,-46.6490853
-23.6268423,-46.6014892
-23.5354484,-46.6661304
-23.5662943,-46.6571649
-23.5648356,-46.6630941
-23.6283961,-46.6430827
-23.49717,-46.6243876
-23.5596796,-46.6515568
-23.5417525,-46.5699474
-23.5765617,-46.6495627
-23.5994159,-46.6335153
-23.5638679,-46.6857192
-23.5364516,-46.7259631
-23.5752703,-46.6476273
-23.5651559,-46.6486856
-23.6006263,-46.6312389
-23.5848081,-46.6433436
-23.549344,-46.6575814
-23.6087428,-46.6638445
-23.5396131,-46.6582398
-23.5902637,-46.7215651
-23.6469395,-46.6681446
-23.5933376,-46.6412772
-23.5982753,-46.6806664
-23.6003027,-46.7300304
-23.567137,-46.6959428
-23.562019,-46.689168
-23.6212285,-46.636696
-23.5553328,-46.678958
-23.6056452,-46.6363952
-23.5461918,-46.6901632
-23.5707934,-46.6520876
-23.5625301,-46.6760256
-23.6352885,-46.6432417
-23.6135619,-46.7294629
-23.5779909,-46.6356803
-23.6315107,-46.6380159
-23.5321513,-46.7139222
-23.5742068,-46.6313074
-23.635261,-46.7105662
-23.5406696,-46.6627818
-23.5650628,-46.6285764
-23.5893343,-46.6786127
-23.634509,-46.729274
-23.6194625,-46.7315866
-23.5939186,-46.6268854
-23.6084945,-46.7268872
-23.5600518,-46.6773129
-23.5382522,-46.6523642
-23.5997026,-46.682103
-23.5903462,-46.630277
-23.5589645,-46.6645715
-23.6202102,-46.6795159
-23.5020389,-46.6373482
-23.6303905,-46.7344022
-23.5785524,-46.6057107
-23.6131402,-46.6638861
-23.5747558,-46.658315
-23.578927,-46.6856223
-23.63394,-46.7340148
-23.6079788,-46.7065861
-23.5366921,-46.6573406
-23.4933239,-46.6255331
-23.545866,-46.6993716
-23.569368,-46.6623206
-23.6273716,-46.6894808
-23.6051367,-46.6697599
-23.5623834,-46.6526859
-23.6168548,-46.6735279
-23.5413485,-46.6884464
-23.638051,-46.736537
-23.6057533,-46.6564452
-23.6432188,-46.6986037
-23.5824881,-46.6733786
-23.5541584,-46.6589569
-23.6026372,-46.6725716
-23.6271408,-46.6343195
-23.593456,-46.6667012
-23.5309259,-46.6835885
-23.5383689,-46.6548126
-23.6035405,-46.6737516
-23.587139,-46.63266
-23.6104974,-46.6612262
-23.5726786,-46.6349271
-23.5867596,-46.6396495
-23.5933405,-46.6278618
-23.6126151,-46.7049138
-23.5647549,-46.6626723
-23.5222906,-46.7286406
-23.5886353,-46.6420818
-23.5414904,-46.5694698
-23.6459005,-46.6997452
-23.5364252,-46.6672145
-23.6085769,-46.6643171
-23.6044445,-46.6700649
-23.5392925,-46.6601405
-23.6226585,-46.6384787
-23.5269953,-46.6916353
-23.6057366,-46.6604525
-23.5837127,-46.6450321
-23.5475567,-46.653437
-23.5419827,-46.6628914
-23.5829679,-46.6457871
-23.5595961,-46.6652476
-23.5931952,-46.6427599
-23.5651306,-46.6516415
-23.5630986,-46.6852883
-23.617804,-46.738935
-23.5650844,-46.6597497
-23.563581,-46.6809631
-23.6029571,-46.6377349
-23.5970856,-46.6748584
-23.6175774,-46.6357937
-23.5698548,-46.6636634
-23.6013,-46.6677156
-23.6025372,-46.6929303
-23.5781568,-46.6906293
-23.5260428,-46.6826571
-23.557152,-46.6583132
-23.5375156,-46.6861564
-23.6151581,-46.6339055
-23.539664,-46.68085
-23.544667,-46.5679862
-23.5669988,-46.6626707
-23.6084106,-46.7255532
-23.5618644,-46.6522051
-23.5906203,-46.6239588
-23.5669896,-46.6434324
-23.6209747,-46.6365088
-23.616615,-46.633938
-23.5153139,-46.68897
-23.5730843,-46.7264721
-23.5594343,-46.6723773
-23.6223279,-46.6699387
-23.5346414,-46.6590115
-23.6304703,-46.719101
-23.5682578,-46.6278312
-23.5758244,-46.6380785
-23.5628351,-46.6818578
-23.4989837,-46.6419027
-23.6073676,-46.664945
-23.5362115,-46.6574517
-23.5705763,-46.6241664
-23.5728844,-46.6470203
-23.5948295,-46.6706082
-23.6330792,-46.6376758
-23.5607607,-46.6575752
-23.6125827,-46.6333381
-23.5372177,-46.668419
-23.6245686,-46.6849182
-23.5317443,-46.6794055
-23.5348927,-46.6725268
-23.526558,-46.6701723
-23.6114724,-46.6834439
-23.6213926,-46.6038445
-23.6158104,-46.6327618
-23.5805923,-46.6314178
-23.532245,-46.6823948
-23.5778723,-46.6276635
-23.5988789,-46.6005787
-23.5569675,-46.6776829
-23.5607815,-46.6408726
-23.5510911,-46.6497571
-23.529314,-46.681411
-23.5720329,-46.6321047
-23.6417264,-46.648996
-23.5675502,-46.6101153
-23.5382015,-46.5914252
-23.5247118,-46.7093093
-23.6149272,-46.6806992
-23.5500717,-46.6899012
-23.5484317,-46.6567027
-23.5350781,-46.6615911
-23.5428074,-46.6839807
-23.5491174,-46.6607059
-23.5905022,-46.6477237
-23.6161751,-46.6351551
-23.6025516,-46.6784925
-23.5375543,-46.6612189
-23.6033569,-46.6671145
-23.600229,-46.6705335
-23.6038564,-46.6644889
-23.574956,-46.636648
-23.5656279,-46.6532238
-23.5728266,-46.6466835
-23.5624031,-46.630568
-23.6177269,-46.7325426
-23.5566207,-46.6533513
-23.6091614,-46.7235403
-23.610568,-46.6177519
-23.5670658,-46.6538203
-23.5954755,-46.6711483
-23.5500152,-46.7177623
-23.5916687,-46.6243758
-23.560371,-46.6885719
-23.6104856,-46.6811616
-23.5884412,-46.6859681
-23.5304211,-46.5758647
-23.5569981,-46.6807796
-23.5833037,-46.6722366
-23.5793249,-46.6905984
-23.6059228,-46.7056882
-23.606325,-46.657991
-23.5730107,-46.6582377
-23.6090782,-46.6420041
-23.5376695,-46.6559869
-23.5348672,-46.684045
-23.5481527,-46.6545917
-23.5999432,-46.6400262
-23.5342294,-46.6710831
-23.5685602,-46.6339569
-23.6129193,-46.6828615
-23.621339,-46.6171233
-23.6247277,-46.732888
-23.5865072,-46.6325001
-23.552589,-46.6909315
-23.5463,-46.6603159
-23.6121845,-46.7330541
-23.565144,-46.6561721
-23.5792947,-46.6346975
-23.5938193,-46.6782011
-23.5335934,-46.6771859
-23.6246455,-46.6739097
-23.5254937,-46.7383476
-23.5331445,-46.6844115
-23.5301937,-46.5774651
-23.579313,-46.6228617
-23.5811163,-46.6788291
-23.5335226,-46.6925938
-23.5612574,-46.679162
-23.6449309,-46.6709722
-23.5619127,-46.6476033
-23.6157597,-46.6712409
-23.5613186,-46.6863552
-23.533662,-46.659511
-23.5507825,-46.6984545
-23.5537828,-46.6536451
-23.5422293,-46.6856088
-23.6120312,-46.7068466
-23.5967924,-46.6462619
-23.5825294,-46.673674
-23.5261812,-46.6884578
-23.5471606,-46.6537452
-23.5384646,-46.717407
-23.5628261,-46.6439527
-23.5475301,-46.660362
-23.5927196,-46.684785
-23.556253,-46.680618
-23.5567361,-46.5699447
-23.5804397,-46.6738733
-23.5783913,-46.6727862
-23.5434376,-46.654646
-23.5588789,-46.6762051
-23.5755595,-46.65533
-23.5909968,-46.7176391
-23.5216846,-46.722566
-23.5237051,-46.7013264
-23.533227,-46.66013
-23.5284347,-46.6757414
-23.5460967,-46.6535603
-23.617426,-46.679586
-23.5835677,-46.6474645
-23.5833074,-46.6461435
-23.5493002,-46.6606939
-23.6402457,-46.6711711
-23.5664127,-46.5953474
-23.548943,-46.69271
-23.5946812,-46.6896041
-23.5603761,-46.5982171
-23.541121,-46.6629085
-23.5419966,-46.6532923
-23.5788985,-46.6693941
-23.5823954,-46.6820419
-23.5314508,-46.6898653
-23.5813248,-46.6745558
-23.5879556,-46.6271458
-23.6209483,-46.6960627
-23.5646597,-46.649429
-23.5428343,-46.6877319
-23.5450386,-46.6564878
-23.624089,-46.726152
-23.6058637,-46.6294683
-23.6149909,-46.7312321
-23.5545647,-46.6789471
-23.6157387,-46.6768194
-23.5342895,-46.6836071
-23.587158,-46.6441113
-23.5340565,-46.6934432
-23.5269981,-46.7055104
-23.584392,-46.6431207
-23.5703572,-46.6531223
-23.493456,-46.6309248
-23.5928334,-46.6653561
-23.5698518,-46.657059
-23.5388285,-46.6785583
-23.547798,-46.6579262
-23.5667843,-46.6299201
-23.59296,-46.625301
-23.6331813,-46.6400563
-23.6124257,-46.708526
-23.4997082,-46.6389224
-23.569129,-46.6531105
-23.5686401,-46.6537097
-23.5593924,-46.6402732
-23.539501,-46.6596097
-23.603903,-46.649943
-23.619145,-46.677498
-23.5645421,-46.6467475
-23.6090201,-46.708752
-23.5691211,-46.6512101
-23.6227529,-46.6767614
-23.54965,-46.718573
-23.57704,-46.6464322
-23.6279271,-46.7287496
-23.6199305,-46.6839682
-23.5555331,-46.6534645
-23.5387403,-46.6565971
-23.5406518,-46.6589005
-23.6222632,-46.6408355
-23.6122457,-46.737429
-23.6237136,-46.6668728
-23.5812846,-46.6149796
-23.5355481,-46.6595214
-23.5633237,-46.664028
-23.6128092,-46.6193517
-23.5588313,-46.6983459
-23.537152,-46.6627421
-23.5375202,-46.6800979
-23.5207191,-46.7056165
-23.5410366,-46.6617707
-23.5294494,-46.6827384
-23.6200706,-46.7372778
-23.5704009,-46.6589361
-23.544954,-46.693203
-23.6254404,-46.6728701
-23.6308918,-46.7336491
-23.5798518,-46.636046
-23.53517,-46.656298
-23.6404864,-46.6526494
-23.5426756,-46.651989
-23.5620121,-46.6521887
-23.6277802,-46.7306912
-23.5644133,-46.5833614
-23.5305948,-46.6793128
-23.6159131,-46.6398277
-23.5373526,-46.6590616
-23.573749,-46.738739
-23.6280965,-46.694535
-23.4926676,-46.6941298
-23.59589,-46.6656374
-23.6361278,-46.7351632
-23.5618185,-46.6695214
-23.5501005,-46.6468496
-23.5557975,-46.6542326
-23.6283734,-46.6899312
-23.5544632,-46.6820085
-23.5630025,-46.6438593
-23.5420614,-46.674835
-23.5182395,-46.7292755
-23.5315669,-46.7270539
-23.5631332,-46.5942437
-23.6345269,-46.6372521
-23.5831384,-46.6720847
-23.547039,-46.6497444
-23.6218543,-46.6732568
-23.5450755,-46.6575474
-23.5813184,-46.6776553
-23.5652256,-46.6818717
-23.559866,-46.6682111
-23.6026688,-46.6304395
-23.5746387,-46.7334585
-23.5716676,-46.6623972
-23.6073293,-46.6422607
-23.530092,-46.704636
-23.6223091,-46.7357827
-23.6067486,-46.6541306
-23.5895084,-46.6855586
-23.5449996,-46.6552884
-23.6155693,-46.6323901
-23.5874665,-46.6780233
-23.5834617,-46.6505157
-23.5811879,-46.6705835
-23.6143216,-46.6363019
-23.5720157,-46.6514608
-23.6188992,-46.6359597
-23.6025862,-46.6461133
-23.558269,-46.654793
-23.5414088,-46.6586829
-23.5617064,-46.6657369
-23.6210099,-46.6956445
-23.5996725,-46.6692759
-23.6009428,-46.6197911
-23.4940805,-46.6273476
-23.5928475,-46.6266323
-23.5631361,-46.6827315
-23.6032243,-46.6686871
-23.5333355,-46.6938506
-23.5558402,-46.6747635
-23.5629264,-46.6754822
-23.5445179,-46.6961035
-23.6199984,-46.6404718
-23.5793172,-46.6751826
-23.5466753,-46.6546128
-23.5685996,-46.6624577
-23.5503938,-46.691509
-23.5802586,-46.6731627
-23.5672049,-46.5932369
-23.5604605,-46.6661151
-23.5995401,-46.6225694
-23.585862,-46.632346
-23.6297709,-46.7389473
-23.6179112,-46.7364976
-23.6308079,-46.7012114
-23.6053584,-46.6455924
-23.5425458,-46.5727471
-23.6059005,-46.6656885
-23.585984,-46.633975
-23.5640808,-46.6573705
-23.5523704,-46.5875371
-23.5624152,-46.6476076
-23.6435355,-46.6619497
-23.5840124,-46.6812205
-23.5877802,-46.6827411
-23.546632,-46.68653
-23.5577425,-46.6501944
-23.5740156,-46.6481347
-23.54659,-46.689283
-23.5411834,-46.66036
-23.537061,-46.6787035
-23.4917384,-46.6396091
-23.5255949,-46.7005533
-23.5595957,-46.6641754
-23.5029977,-46.6391745
-23.621457,-46.7333663
-23.5525556,-46.6974516
-23.5798415,-46.6761284
-23.5746579,-46.6545032
-23.5724661,-46.6342768
-23.5792907,-46.6369909
-23.6132009,-46.7058211
-23.5695218,-46.6497171
-23.5447289,-46.5676633
-23.5654882,-46.66586
-23.534637,-46.658674
-23.5776956,-46.6718161
-23.5405663,-46.6572744
-23.589835,-46.6830253
-23.6123367,-46.6856745
-23.5913045,-46.7186046
-23.5681385,-46.6526474
-23.5238963,-46.6936924
-23.5693169,-46.6496795
-23.5469261,-46.6602861
-23.572588,-46.64191
-23.6471752,-46.700534
-23.6018056,-46.6708134
-23.5471314,-46.6559034
-23.5407713,-46.6504145
-23.6109539,-46.6809188
-23.5380553,-46.6681915
-23.4994884,-46.6322604
-23.534352,-46.658597
-23.5657861,-46.6867992
-23.5831278,-46.675887
-23.6053873,-46.6743748
-23.5790789,-46.6255456
-23.5658928,-46.6636606
-23.5622437,-46.6872568
-23.5903177,-46.6716908
-23.5707735,-46.6571374
-23.6111516,-46.6212149
-23.5485702,-46.6527802
-23.5689246,-46.6879348
-23.56376,-46.671245
-23.5689277,-46.6519351
-23.609579,-46.6259965
-23.6051742,-46.6371873
-23.530311,-46.7188582
-23.5480818,-46.6542883
-23.616497,-46.732885
-23.5636114,-46.6478868
-23.5943934,-46.6843771
-23.6016885,-46.6591249
-23.5606583,-46.667094
-23.5927883,-46.6273403
-23.5990854,-46.6062539
-23.578944,-46.6527337
-23.5676001,-46.6583807
-23.6014386,-46.6701736
-23.5641298,-46.639259
-23.6020243,-46.6633157
-23.6270184,-46.6357084
-23.6325675,-46.6401344
-23.6115817,-46.6409869
-23.5328415,-46.7150843
-23.5905801,-46.6324754
-23.5972631,-46.6824248
-23.562958,-46.5874259
-23.6226202,-46.6392037
-23.5601919,-46.6599329
-23.5419154,-46.6398994
-23.5352454,-46.6654185
-23.5519739,-46.7188534
-23.4931806,-46.6271178
-23.6255607,-46.7395789
-23.5545445,-46.689732
-23.6274109,-46.6960813
-23.6003545,-46.6719456
-23.5601585,-46.7002101
-23.552741,-46.6537444
-23.503765,-46.6419119
-23.5674723,-46.6894517
-23.5764129,-46.6146279
-23.5811284,-46.6476278
-23.520047,-46.6660187
-23.6016706,-46.662717
-23.5381057,-46.6696621
-23.6053096,-46.6721229
-23.601109,-46.6608366
-23.6175336,-46.739253
-23.540924,-46.6726961
-23.585134,-46.632858
-23.5693086,-46.6447799
-23.5589031,-46.6671153
-23.5635933,-46.6416222
-23.5643304,-46.6227533
-23.567813,-46.6432811
-23.5664326,-46.6614462
-23.613226,-46.731343
-23.5683361,-46.6657513
-23.62807,-46.7302003
-23.537717,-46.683126
-23.535914,-46.703109
-23.6329898,-46.7246207
-23.5362606,-46.6837253
-23.597334,-46.738065
-23.553155,-46.6612663
-23.6023409,-46.6684457
-23.598235,-46.6207518
-23.5259848,-46.7315658
-23.5328287,-46.6842201
-23.6245232,-46.7334806
-23.548624,-46.646288
-23.5429474,-46.6611849
-23.5322276,-46.6890707
-23.6097873,-46.6604388
-23.551942,-46.6982749
-23.5600578,-46.6674599
-23.6193058,-46.7346051
-23.636184,-46.6388825
-23.5484359,-46.6568909
-23.5376335,-46.656168
-23.5702015,-46.6332782
-23.5578418,-46.6634164
-23.536093,-46.681984
-23.5330876,-46.684372
-23.5682516,-46.6560213
-23.5513742,-46.6895759
-23.6316556,-46.692731
-23.6013405,-46.6424982
-23.6347268,-46.7354767
-23.6198982,-46.6640147
-23.5740472,-46.6585927
-23.5473877,-46.6564476
-23.610443,-46.689901
-23.580838,-46.6796621
-23.521208,-46.7297392
-23.5906987,-46.6466726
-23.5605137,-46.6615352
-23.562248,-46.6012639
-23.5940723,-46.6724333
-23.6104652,-46.6255345
-23.5506697,-46.6789652
-23.6208402,-46.6322824
-23.6219368,-46.6949275
-23.6241382,-46.7392246
-23.5423319,-46.6628514
-23.5961349,-46.6293878
-23.5531301,-46.6900391
-23.5614892,-46.5807668
-23.6281051,-46.632927
-23.5995171,-46.6647915
-23.5939476,-46.6670961
-23.581349,-46.6762366
-23.5853197,-46.6064384
-23.601212,-46.6444575
-23.611751,-46.6610296
-23.5652397,-46.685835
-23.6123173,-46.7089043
-23.609199,-46.6325368
-23.5752157,-46.6499474
-23.5622201,-46.6490894
-23.6211335,-46.7390368
-23.5612502,-46.6812878
-23.5577944,-46.6756137
-23.5945672,-46.7277993
-23.5288458,-46.6537832
-23.5770755,-46.6474493
-23.5545357,-46.5736923
-23.6013494,-46.6462894
-23.5949269,-46.6065512
-23.6022623,-46.6595083
-23.537801,-46.683023
-23.5855466,-46.6035803
-23.546571,-46.693838
-23.5649466,-46.5959634
-23.5725068,-46.6573437
-23.5717441,-46.6577044
-23.6283947,-46.6921183
-23.5330572,-46.6841172
-23.5545699,-46.5871025
-23.5904419,-46.6262075
-23.605518,-46.6304165
-23.5652542,-46.6415926
-23.5638175,-46.6266577
-23.602542,-46.6739777
-23.6057803,-46.6589507
-23.574823,-46.636471
-23.5397647,-46.6601569
-23.5493266,-46.6444398
-23.5346285,-46.7180618
-23.5679806,-46.650767
-23.5755686,-46.6455216
-23.5408717,-46.6506805
-23.611354,-46.684543
-23.6095038,-46.6572818
-23.6102727,-46.655971
-23.5408231,-46.680492
-23.5605333,-46.6745447
-23.5403749,-46.6555639
-23.5743727,-46.732719
-23.5881358,-46.7189757
-23.6036895,-46.6644892
-23.5874206,-46.6818161
-23.4968963,-46.6309767
-23.5394387,-46.7173012
-23.5308638,-46.7256671
-23.6330792,-46.6397287
-23.603809,-46.669959
-23.5439067,-46.6614988
-23.5385096,-46.6696834
-23.5590758,-46.6556269
-23.5728057,-46.6576224
-23.569472,-46.6522335
-23.5258711,-46.7045335
-23.6342533,-46.6973083
-23.5937302,-46.6842212
-23.5411166,-46.6529249
-23.5378304,-46.6803452
-23.5312627,-46.7298738
-23.4978889,-46.6415018
