latitude,longitude
-23.5642702,-46.6446285
-23.5404593,-46.670267
-23.5729471,-46.6489284
-23.6107232,-46.6324639
-23.6023785,-46.6696228
-23.6257065,-46.7342647
-23.6192829,-46.6753207
-23.5987346,-46.6819259
-23.5321592,-46.7138805
-23.6380119,-46.6691809
-23.5398725,-46.6580695
-23.5229364,-46.6836592
-23.5453796,-46.6539518
-23.5926294,-46.6280152
-23.628344,-46.7236918
-23.576307,-46.6477434
-23.5566162,-46.6077415
-23.5975802,-46.6716415
-23.5575544,-46.6517653
-23.5592611,-46.6827549
-23.6212288,-46.7386081
-23.6091609,-46.7349482
-23.6188346,-46.6853719
-23.554153,-46.7142958
-23.553149,-46.647047
-23.5871758,-46.6436919
-23.5984004,-46.7313082
-23.5816624,-46.6766737
-23.5472965,-46.5696659
-23.605661,-46.622978
-23.5458744,-46.6602783
-23.555077,-46.6828312
-23.6268033,-46.6713379
-23.5653398,-46.6537675
-23.6266184,-46.6653728
-23.6073523,-46.6324647
-23.6083621,-46.6220356
-23.5925224,-46.6283659
-23.4916584,-46.6126942
-23.5672411,-46.5821214
-23.5823756,-46.6750043
-23.5412996,-46.6585112
-23.6241482,-46.6673454
-23.5778957,-46.6375347
-23.6072278,-46.6362048
-23.60648,-46.621982
-23.5329342,-46.6783255
-23.6326857,-46.7000369
-23.5757385,-46.6487913
-23.5624565,-46.5820635
-23.5682134,-46.6881637
-23.5883109,-46.6443538
-23.5624033,-46.6602945
-23.6011789,-46.6209562
-23.5652892,-46.6630318
-23.535631,-46.6917634
-23.5397711,-46.6582705
-23.5928531,-46.5993829
-23.6215264,-46.6860347
-23.5221201,-46.7257045
-23.5417392,-46.6980882
-23.6129311,-46.7063901
-23.5988491,-46.6829588
-23.5833348,-46.6412542
-23.5932113,-46.6403277
-23.5538979,-46.6603931
-23.6180746,-46.6306435
-23.5840137,-46.6167976
-23.5007767,-46.6407938
-23.5997303,-46.6671889
-23.6113228,-46.6894447
-23.6104798,-46.6609109
-23.5695323,-46.6592283
-23.4972539,-46.624501
-23.5236789,-46.6838611
-23.5996256,-46.7291769
-23.6025135,-46.6681246
-23.5366639,-46.6586037
-23.6271122,-46.7337225
-23.6070091,-46.6329639
-23.6330678,-46.7061112
-23.5571041,-46.6635532
-23.5832007,-46.6478175
-23.553691,-46.6930522
-23.5576031,-46.6422204
-23.5908804,-46.7174446
-23.5582993,-46.6746171
-23.5419252,-46.7024072
-23.5378178,-46.6591332
-23.6005505,-46.6481181
-23.5836864,-46.6031649
-23.5433208,-46.656884
-23.5959153,-46.6745188
-23.6143711,-46.6893436
-23.53563,-46.6586251
-23.6027874,-46.6455597
-23.541261,-46.6718023
-23.536618,-46.703061
-23.5571719,-46.6585872
-23.6088716,-46.6583813
-23.605619,-46.62144
-23.5717789,-46.6549557
-23.5237382,-46.6953238
-23.526996,-46.6920302
-23.571426,-46.6390069
-23.6368446,-46.6604479
-23.5649367,-46.6629151
-23.529099,-46.6891151
-23.6037934,-46.6715294
-23.5349057,-46.6830434
-23.5961663,-46.6286023
-23.5316753,-46.7253888
-23.5701706,-46.6512529
-23.5999068,-46.6732329
-23.5375019,-46.6625502
-23.539544,-46.702814
-23.6265845,-46.7241043
-23.6005462,-46.6647563
-23.543014,-46.7076817
-23.5919709,-46.6666006
-23.5475265,-46.6616043
-23.535488,-46.6720945
-23.5688558,-46.6548686
-23.6007423,-46.6735929
-23.6001767,-46.6116023
-23.5728818,-46.6565321
-23.6472723,-46.7050823
-23.5983029,-46.6630121
-23.6206353,-46.6405918
-23.585672,-46.6812166
-23.543327,-46.6578712
-23.542426,-46.687872
-23.5412252,-46.6531691
-23.5614811,-46.6578004
-23.540013,-46.7194152
-23.5575566,-46.5757681
-23.5612358,-46.6752568
-23.5681742,-46.6653002
-23.5567156,-46.6636842
-23.5516449,-46.6526485
-23.6452741,-46.6676168
-23.5599831,-46.6562366
-23.561392,-46.5952761
-23.6020504,-46.6660291
-23.5394002,-46.67038
-23.5323177,-46.6673455
-23.5866278,-46.6300887
-23.5292278,-46.6938114
-23.5401932,-46.6785599
-23.5796887,-46.6745794
-23.60618,-46.6451315
-23.554678,-46.653737
-23.5940737,-46.6887343
-23.5585341,-46.6662041
-23.541618,-46.676955
-23.6125152,-46.7382161
-23.5843481,-46.6854748
-23.5840219,-46.6755095
-23.5356739,-46.660474
-23.622276,-46.6383409
-23.5451647,-46.6937925
-23.6211301,-46.6756188
-23.5543161,-46.6817062
-23.6317798,-46.706369
-23.5607011,-46.6897068
-23.6028486,-46.6677736
-23.5330545,-46.7166262
-23.5736493,-46.6447013
-23.491579,-46.6264089
-23.615882,-46.6785366
-23.5709907,-46.6344405
-23.6470464,-46.66418
-23.5909684,-46.6235272
-23.5903029,-46.6256345
-23.581891,-46.6446862
-23.5831642,-46.680355
-23.6012491,-46.6700682
-23.592925,-46.6224422
-23.6249139,-46.6957298
-23.58034,-46.6417819
-23.5988525,-46.6747084
-23.6312749,-46.6390457
-23.5967602,-46.6789319
-23.5379775,-46.68115
-23.6209808,-46.6855781
-23.535406,-46.65653
-23.5632704,-46.6756785
-23.6207502,-46.6748723
-23.5646218,-46.695627
-23.548666,-46.660888
-23.4942801,-46.6357914
-23.5672572,-46.6609729
-23.5599334,-46.6721842
-23.5663831,-46.6230997
-23.5332772,-46.7146022
-23.5352452,-46.575463
-23.5346298,-46.6664107
-23.5520013,-46.5935742
-23.5097595,-46.6507406
-23.5534201,-46.6920923
-23.5248684,-46.6945501
-23.5449472,-46.6566998
-23.5931454,-46.6855574
-23.6243295,-46.736433
-23.5686719,-46.6570134
-23.5985493,-46.7253398
-23.5496437,-46.6480729
-23.6028964,-46.6371541
-23.6225782,-46.6815944
-23.5395765,-46.6575241
-23.646142,-46.6670451
-23.532725,-46.657972
-23.5383144,-46.660596
-23.5521942,-46.6499031
-23.6019387,-46.6774164
-23.5499502,-46.6901484
-23.5838662,-46.675963
-23.5431655,-46.6730218
-23.6098225,-46.68234
-23.5704736,-46.6628174
-23.6239775,-46.690185
-23.6125707,-46.6643123
-23.546665,-46.716166
-23.584093,-46.6349294
-23.5661983,-46.6879037
-23.5716359,-46.6164866
-23.6225755,-46.7337094
-23.5114114,-46.692829
-23.5664646,-46.6868511
-23.548202,-46.6569705
-23.5668432,-46.6561844
-23.615194,-46.6785467
-23.635936,-46.733352
-23.6153074,-46.6784894
-23.5960736,-46.6757419
-23.560229,-46.67635
-23.551919,-46.649332
-23.6386968,-46.6713237
-23.580022,-46.6921882
-23.5941681,-46.6762746
-23.6176824,-46.6949631
-23.60883,-46.613139
-23.5990601,-46.6696576
-23.5951632,-46.6756901
-23.6373937,-46.6319097
-23.6038657,-46.6437842
-23.5869704,-46.6386896
-23.563234,-46.678441
-23.5596493,-46.6477368
-23.5986007,-46.7243686
-23.5866186,-46.6409661
-23.6036532,-46.6667629
-23.535651,-46.6687064
-23.5438943,-46.6506574
-23.6183569,-46.6749486
-23.5617315,-46.6662038
-23.5754727,-46.7323131
-23.5857094,-46.6383168
-23.545378,-46.6576497
-23.5855672,-46.6806869
-23.6114995,-46.7366421
-23.5353954,-46.679516
-23.5285645,-46.6853354
-23.6215299,-46.7312305
-23.5530373,-46.6918635
-23.602533,-46.6480046
-23.5357366,-46.5778923
-23.5480273,-46.6552991
-23.5408717,-46.6840706
-23.5665966,-46.6594848
-23.5472094,-46.6614476
-23.608562,-46.7276372
-23.5946263,-46.668912
-23.6191098,-46.680609
-23.5422603,-46.7032502
-23.5904982,-46.6856983
-23.6147909,-46.682379
-23.571358,-46.6241361
-23.586598,-46.633821
-23.5848734,-46.6405734
-23.5704961,-46.6476324
-23.5762662,-46.6469666
-23.6239587,-46.7296776
-23.5949709,-46.6746329
-23.5331106,-46.72586
-23.4933656,-46.6263222
-23.6063157,-46.6464255
-23.535763,-46.658065
-23.6220812,-46.673386
-23.632981,-46.7329637
-23.5454383,-46.6497245
-23.6127837,-46.7063929
-23.6084469,-46.6561307
-23.5829995,-46.6047609
-23.5550213,-46.6965765
-23.584511,-46.6768617
-23.540404,-46.679632
-23.6126743,-46.6632489
-23.5380624,-46.6671632
-23.5342055,-46.6851441
-23.5893512,-46.6711869
-23.5439368,-46.7224484
-23.5944888,-46.6033333
-23.5403636,-46.6592077
-23.5717443,-46.6596382
-23.5954209,-46.6772848
-23.6178904,-46.7396075
-23.5719276,-46.7242053
-23.5439664,-46.6515189
-23.6027181,-46.6449836
-23.563613,-46.668275
-23.5626289,-46.6901261
-23.5661773,-46.6651461
-23.538028,-46.6562599
-23.5368944,-46.6549687
-23.6279746,-46.7344189
-23.5718693,-46.654998
-23.5943836,-46.6455825
-23.5825943,-46.678847
-23.6413881,-46.7004994
-23.5200238,-46.6758981
-23.5311601,-46.729695
-23.5628452,-46.6530926
-23.5481523,-46.6931298
-23.5494397,-46.6433125
-23.5525341,-46.6805262
-23.6085736,-46.6322089
-23.5323463,-46.6812422
-23.5963185,-46.6438408
-23.5957155,-46.6457794
-23.6056223,-46.6646902
-23.5718043,-46.6566841
-23.6059559,-46.6633639
-23.5512281,-46.6813333
-23.6268047,-46.7304217
-23.6029875,-46.6699779
-23.5663782,-46.666998
-23.5869864,-46.7177788
-23.6119465,-46.6914314
-23.645174,-46.6676573
-23.5616884,-46.6316074
-23.6056981,-46.6613836
-23.582698,-46.6771571
-23.4974692,-46.6363742
-23.6318849,-46.6426634
-23.5461369,-46.6563094
-23.540555,-46.684183
-23.6470599,-46.6668769
-23.5616384,-46.6477036
-23.5942038,-46.6714261
-23.6070237,-46.6327672
-23.5502803,-46.7164256
-23.5350966,-46.66603
-23.5649868,-46.6648089
-23.6073952,-46.6238176
-23.5562439,-46.6594673
-23.5821693,-46.6788977
-23.6216728,-46.7338249
-23.5752639,-46.657657
-23.5789429,-46.6742448
-23.543007,-46.6781141
-23.6017226,-46.6310033
-23.5716633,-46.6499803
-23.5519403,-46.6984544
-23.536169,-46.655516
-23.6006804,-46.639102
-23.5713901,-46.6468379
-23.5429662,-46.6828417
-23.5517042,-46.679777
-23.5374725,-46.681902
-23.5966187,-46.5995602
-23.5608504,-46.6520157
-23.6120444,-46.6485417
-23.5935612,-46.6336168
-23.60292,-46.605623
-23.6013469,-46.6461897
-23.5605629,-46.66659
-23.5526921,-46.5707353
-23.6015222,-46.6319814
-23.5280549,-46.6961114
-23.586065,-46.633949
-23.587974,-46.6332271
-23.6104825,-46.6913826
-23.639779,-46.735887
-23.6411764,-46.670547
-23.579788,-46.6403
-23.639943,-46.713664
-23.5453576,-46.6873612
-23.5453376,-46.6932481
-23.5966911,-46.6663994
-23.5797532,-46.674125
-23.5479553,-46.6572281
-23.5331397,-46.7156495
-23.6218526,-46.6214827
-23.5408524,-46.6609109
-23.5640075,-46.6845369
-23.6405169,-46.6966892
-23.5604681,-46.6644891
-23.6003789,-46.6205955
-23.6060546,-46.6440045
-23.5814997,-46.6443505
-23.6208803,-46.6754268
-23.6151088,-46.6589862
-23.5595012,-46.6631188
-23.594278,-46.6762053
-23.6353614,-46.640075
-23.5808729,-46.7169847
-23.592213,-46.628713
-23.5848145,-46.6422742
-23.5346925,-46.6891511
-23.5532276,-46.5733756
-23.6077521,-46.7033544
-23.5425769,-46.6849238
-23.5373226,-46.6573624
-23.6333613,-46.7309264
-23.6358001,-46.6389201
-23.5903025,-46.7190369
-23.5352312,-46.6857807
-23.6288234,-46.6373778
-23.5889591,-46.6266747
-23.5495706,-46.6483196
-23.5320275,-46.7260051
-23.556028,-46.6594048
-23.5942811,-46.6378236
-23.6089443,-46.659653
-23.5985916,-46.6420346
-23.6025422,-46.6495244
-23.5989009,-46.6827866
-23.5488854,-46.6591052
-23.5541148,-46.6781983
-23.5812174,-46.6711621
-23.6071061,-46.6566474
-23.5916874,-46.6338852
-23.5625141,-46.6663206
-23.5733426,-46.6455614
-23.5342895,-46.7186124
-23.5521455,-46.7197005
-23.5375434,-46.5769555
-23.5544336,-46.6864731
-23.5438436,-46.6612282
-23.6040433,-46.6782595
-23.5622576,-46.5950704
-23.5500118,-46.6480393
-23.5737521,-46.6348078
-23.5618999,-46.6832111
-23.578254,-46.58954
-23.5467254,-46.6534926
-23.5858134,-46.6880161
-23.5240418,-46.6962057
-23.5799257,-46.6924086
-23.5702579,-46.6535188
-23.57179,-46.735185
-23.5540928,-46.6501995
-23.5998465,-46.6669834
-23.5400314,-46.6764427
-23.5723594,-46.6584645
-23.5748032,-46.6140622
-23.5751288,-46.6038081
-23.5678035,-46.6661192
-23.5715729,-46.6464213
-23.6134457,-46.6346665
-23.5396723,-46.6818921
-23.5212233,-46.7299256
-23.5944279,-46.6701606
-23.5307241,-46.6881112
-23.5638064,-46.662044
-23.5664775,-46.6545172
-23.6264195,-46.707108
-23.4937986,-46.6262242
-23.5953539,-46.6481057
-23.5324387,-46.6908399
-23.5345212,-46.6677981
-23.6240224,-46.6884924
-23.4988253,-46.7052165
-23.5592723,-46.6337432
-23.5929394,-46.6853478
-23.5415783,-46.6567631
-23.5580942,-46.6412052
-23.618842,-46.7339956
-23.5642293,-46.6608615
-23.5715048,-46.6343781
-23.5468009,-46.6883141
-23.5544702,-46.6852298
-23.6063938,-46.6565362
-23.556936,-46.5691793
-23.6330182,-46.7321831
-23.5961949,-46.6820759
-23.6295948,-46.7225614
-23.573762,-46.63976
-23.5625129,-46.6478076
-23.5621083,-46.6660509
-23.6134218,-46.6429456
-23.5672211,-46.6792109
-23.6267466,-46.6731848
-23.5851282,-46.6806016
-23.5503549,-46.5926433
-23.535154,-46.656198
-23.578137,-46.642555
-23.5518514,-46.6905232
-23.5940481,-46.6077557
-23.5714667,-46.6512381
-23.606443,-46.657673
-23.6177713,-46.7380564
-23.5976517,-46.6307394
-23.5310962,-46.6870305
-23.5879037,-46.6770794
-23.6093151,-46.6812669
-23.5654806,-46.6655753
-23.5435952,-46.651624
-23.539837,-46.6792551
-23.58758,-46.6737534
-23.5359413,-46.6668483
-23.5782016,-46.616857
-23.5498189,-46.6610544
-23.6044348,-46.6401459
-23.6217804,-46.6389936
-23.5916636,-46.6377764
-23.5401408,-46.6781079
-23.5930351,-46.6737004
-23.5349206,-46.6774372
-23.5996419,-46.7297867
-23.6329365,-46.7044523
-23.5624432,-46.6965282
-23.5312664,-46.6765617
-23.6278564,-46.7297823
-23.5293483,-46.6937384
-23.609313,-46.723501
-23.5732067,-46.6470075
-23.5843751,-46.6768636
-23.5744021,-46.6480918
-23.5747346,-46.6429117
-23.5743774,-46.6339566
-23.5035403,-46.6382121
-23.6433383,-46.7095101
-23.5363044,-46.6596821
-23.605685,-46.626752
-23.6088424,-46.7253142
-23.6071452,-46.6328304
-23.617236,-46.623755
-23.5301403,-46.7266216
-23.5685882,-46.6372668
-23.532381,-46.668696
-23.5374902,-46.6600302
-23.5642888,-46.6591768
-23.5924126,-46.6284068
-23.5626119,-46.6530421
-23.5982833,-46.6038427
-23.5317062,-46.6900736
-23.5353463,-46.6948891
-23.5456403,-46.6598868
-23.6290096,-46.6463138
-23.6156203,-46.6396612
-23.6048335,-46.6781416
-23.5959214,-46.6430582
-23.542633,-46.6561232
-23.5684427,-46.6459702
-23.536365,-46.682197
-23.5860494,-46.6446796
-23.56932,-46.646561
-23.571902,-46.661839
-23.6347755,-46.6386289
-23.5695445,-46.6362436
-23.538655,-46.682753
-23.6037662,-46.6666117
-23.5568153,-46.5694405
-23.5345941,-46.6941244
-23.5560658,-46.7140034
-23.5725619,-46.652338
-23.6041301,-46.6945577
-23.5865665,-46.6044758
-23.530329,-46.705566
-23.5470324,-46.6550298
-23.5639249,-46.6516039
-23.6048174,-46.6670188
-23.6392779,-46.7157569
-23.571803,-46.6498514
-23.6019316,-46.6703548
-23.5891374,-46.6276642
-23.645702,-46.6507282
-23.5687693,-46.6626472
-23.5527157,-46.6559064
-23.5910282,-46.649307
-23.5316334,-46.7304957
-23.6037104,-46.6675988
-23.5317009,-46.6533017
-23.5355618,-46.6677703
-23.6031749,-46.6732326
-23.5709237,-46.6336689
-23.5866373,-46.6727111
-23.5994441,-46.7254506
-23.6004371,-46.6348405
-23.5318634,-46.6890092
-23.6052424,-46.6618116
-23.6203878,-46.6349405
-23.5383589,-46.685745
-23.5630546,-46.6838124
-23.606105,-46.616972
-23.605785,-46.617799
-23.6245999,-46.6852824
-23.6061885,-46.6628569
-23.5781134,-46.5904252
-23.5539289,-46.5721998
-23.6027501,-46.6701541
-23.6160194,-46.6810369
-23.6270263,-46.6727698
-23.6050163,-46.6597926
-23.609037,-46.618344
-23.6280275,-46.7373525
-23.5757288,-46.6202518
-23.6084322,-46.707833
-23.594754,-46.6707176
-23.545996,-46.6936581
-23.5703281,-46.6473377
-23.593117,-46.628286
-23.5276168,-46.6875398
-23.6321028,-46.7299816
-23.5867707,-46.6845337
-23.6469037,-46.6639763
-23.5963682,-46.6722371
-23.6404794,-46.6359188
-23.5703151,-46.5759618
-23.4972726,-46.6365365
-23.5671708,-46.6654725
-23.538757,-46.702452
-23.5604886,-46.6716427
-23.62019,-46.640529
-23.5537265,-46.6597755
-23.4964823,-46.6259132
-23.6041583,-46.6404746
-23.6119572,-46.663302
-23.6187563,-46.6795438
-23.5602722,-46.6565884
-23.5330142,-46.716878
-23.6134442,-46.6795567
-23.5799063,-46.6927782
-23.5751431,-46.6469217
-23.6273028,-46.6369405
-23.6106193,-46.6877893
-23.5776041,-46.6357646
-23.5346813,-46.6823699
-23.6429335,-46.700193
-23.6110106,-46.6825191
-23.5354408,-46.6637871
-23.540004,-46.70479
-23.5325441,-46.7178153
-23.556319,-46.652826
-23.5411366,-46.6968608
-23.5874926,-46.6265361
-23.532595,-46.705137
-23.6151182,-46.678871
-23.621142,-46.64169
-23.6183443,-46.737873
-23.5712064,-46.6524111
-23.606135,-46.6540987
-23.6066333,-46.6322265
-23.6225952,-46.6696833
-23.5566697,-46.6950875
-23.5536069,-46.6892345
-23.6096666,-46.7059504
-23.5410968,-46.6987763
-23.5549428,-46.682923
-23.5826308,-46.6817604
-23.5581618,-46.6767254
-23.5814966,-46.6721888
-23.5675083,-46.6230417
-23.5884711,-46.6443587
-23.589049,-46.63014
-23.5638658,-46.632486
-23.6333998,-46.6946719
-23.5954348,-46.6472452
-23.608214,-46.7049565
-23.5880262,-46.6435937
-23.5334254,-46.6711008
-23.6432876,-46.6624986
-23.535096,-46.655002
-23.5310009,-46.6827474
-23.5575887,-46.6784376
-23.6015042,-46.6685394
-23.5470009,-46.6541261
-23.6205684,-46.6772197
-23.5550735,-46.6742716
-23.5319881,-46.7255922
-23.5808774,-46.681603
-23.5631579,-46.6709998
-23.6051031,-46.6706951
-23.5643858,-46.642246
-23.6256943,-46.7183279
-23.6212691,-46.6374377
-23.6398771,-46.6720721
-23.6097881,-46.6414512
-23.5307381,-46.6793914
-23.5856344,-46.6746505
-23.6449195,-46.6664751
-23.5800043,-46.6434965
-23.5347169,-46.6776249
-23.5970565,-46.6419189
-23.5410849,-46.6709603
-23.5984024,-46.681358
-23.6155742,-46.6355773
-23.5773908,-46.6396512
-23.5385,-46.6578693
-23.5848852,-46.6440104
-23.6106286,-46.6811719
-23.5938251,-46.6849674
-23.5667233,-46.6593175
-23.6039571,-46.6772971
-23.5701897,-46.6596186
