,endereço,bairro,point_location,latitude,longitude
141,"R. Fernão Dias, 325 - Pinheiros, São Paulo - SP, 05427-010, Brazil",Pinheiros,"23 33m 50.2956s S, 46 41m 43.5019s W",-23.563983,-46.6954818
142,"Condomínio Edifício Capri - R. Manuel da Nóbrega, 395 - Paraíso, São Paulo - SP, 04001-082, Brazil",Paraíso,"23 34m 15.3217s S, 46 39m 1.62288s W",-23.5709223,-46.6504523
143,"R. Dr. Miranda de Azevedo, 609 - Pompeia, São Paulo - SP, 05027-000, Brazil",Pompeia,"23 31m 47.0302s S, 46 41m 23.7973s W",-23.5296784,-46.6901401
144,"R. Cap. Pinto Ferreira, 33 - Jardim Paulista, São Paulo - SP, 01423-020, Brazil",Jardim Paulista,"23 34m 17.576s S, 46 39m 16.33s W",-23.5715489,-46.6545361
145,"R. Pascal, 445 - Campo Belo, São Paulo - SP, 04616-001, Brazil",Campo Belo,"23 37m 2.00316s S, 46 40m 33.6619s W",-23.617215,-46.676077
146,"Condomínio Edifício Miami Hill - R. Alves Guimarães, 1185 - Jardim America, São Paulo - SP, 05410-002, Brazil",Jardim America,"23 33m 9.97236s S, 46 40m 49.7089s W",-23.552762,-46.6804592
147,"R. Prof. Carlos de Carvalho, 63 - Itaim Bibi, São Paulo - SP, 04531-080, Brazil",Itaim Bibi,"23 35m 1.8312s S, 46 40m 49.1192s W",-23.583842,-46.6803109
148,"Av. Miguel Estefno, 158 - Vila da Saúde, São Paulo - SP, 04301-000, Brazil",Vila da Saúde,"23 37m 12.0252s S, 46 38m 16.9343s W",-23.6199452,-46.6379632
149,"Condomínio Edifício Avenida - Av. Braz Leme, 2393 - Santana, São Paulo - SP, 02022-010, Brazil",Santana,"23 30m 11.1157s S, 46 38m 14.1943s W",-23.5030877,-46.6372762
150,"R. Itamatai, 50 - Vila Andrade, São Paulo - SP, 05715-020, Brazil",Vila Andrade,"23 37m 46.7839s S, 46 43m 55.5316s W",-23.6297233,-46.7319318
151,"R. Balthazar da Veiga, 600 - Vila Nova Conceição, São Paulo - SP, 04510-001, Brazil",Vila Nova Conceição,"23 35m 37.7282s S, 46 40m 20.9168s W",-23.5938703,-46.6723521
152,"Alameda Campinas, 1435 - Jardim Paulista, São Paulo - SP, 01404-002, Brazil",Jardim Paulista,"23 34m 20.1662s S, 46 39m 33.2327s W",-23.5722685,-46.6592238
153,"R. Diana, 550 - Pompeia, São Paulo - SP, 05019-000, Brazil",Pompeia,"23 31m 59.6766s S, 46 40m 52.8593s W",-23.5332604,-46.6813824
154,"R. Herculano de Freitas, 9 - Bela Vista, São Paulo - SP, 01308-010, Brazil",Bela Vista,"23 33m 18.009s S, 46 39m 5.9472s W",-23.554969,-46.65158
155,"R. Frei Caneca, 210 - Consolação, São Paulo - SP, 01307-000, Brazil",Consolação,"23 33m 7.02288s S, 46 38m 58.9232s W",-23.5520146,-46.6497129
156,"Av. Lino de Almeida Pires, 635 - Vila Guarani, São Paulo - SP, 04317-180, Brazil",Vila Guarani,"23 38m 37.6012s S, 46 38m 5.98632s W",-23.6436218,-46.634931
157,"R. Rodesia, 273 - Alto de Pinheiros, São Paulo - SP, 05435-020, Brazil",Alto de Pinheiros,"23 33m 6.79932s S, 46 41m 28.9457s W",-23.5518287,-46.6914011
158,"Rua Dr. Ivo Define Frasca, 18 - Vila Olímpia, São Paulo - SP, 04545-090, Brazil",Vila Olímpia,"23 35m 36.2108s S, 46 40m 27.2165s W",-23.5934259,-46.6741648
159,"R. Visc. de Nacar, 285 - Real Parque, São Paulo - SP, 05685-010, Brazil",Real Parque,"23 36m 27.3524s S, 46 42m 26.5036s W",-23.6075023,-46.7073718
160,"Av. Angélica, 543 - Santa Cecilia, São Paulo - SP, 01227-000, Brazil",Santa Cecilia,"23 32m 15.9853s S, 46 39m 16.1532s W",-23.5377673,-46.6545505
161,"Av. Higienópolis, 147 - Consolação, São Paulo - SP, 01238-001, Brazil",Consolação,"23 32m 41.8488s S, 46 39m 12.6738s W",-23.5448204,-46.6533502
162,"R. Ernesto de Oliveira, 400 - Jardim Vila Mariana, São Paulo - SP, 04116-170, Brazil",Jardim Vila Mariana,"23 35m 35.3645s S, 46 37m 26.3183s W",-23.5931858,-46.6240003
163,"R. Gomes de Carvalho, 65 - Vila Olímpia, São Paulo - SP, 04547-000, Brazil",Vila Olímpia,"23 36m 7.25112s S, 46 40m 29.2523s W",-23.6020652,-46.6747383
164,"R. Itapiru, 500 - Vila da Saúde, São Paulo - SP, 04143-010, Brazil",Vila da Saúde,"23 36m 59.5483s S, 46 38m 6.84888s W",-23.616525,-46.635171
165,"R. Calógero Calia, 385 - Vila Santo Estefano, São Paulo - SP, 04152-101, Brazil",Vila Santo Estefano,"23 37m 31.4821s S, 46 37m 25.6962s W",-23.6254459,-46.623809
166,"R. Dom Antônio Galvão, 226 - Vila Gumercindo, São Paulo - SP, 04123-040, Brazil",Vila Gumercindo,"23 36m 13.2898s S, 46 37m 35.2448s W",-23.6036651,-46.6264489
167,"Condomínio Edifício Arco Baleno - R. Azevedo Soares, 441 - Tatuapé, São Paulo - SP, 03322-000, Brazil",Tatuapé,"23 33m 0.00756s S, 46 34m 21.0324s W",-23.5500013,-46.5725129
168,"R. Aurélia, 300 - Vila Romana, São Paulo - SP, 05046-000, Brazil",Vila Romana,"23 31m 28.1741s S, 46 41m 52.5232s W",-23.5245159,-46.6978002
169,"R. da Mooca, 4218 - Alto da Mooca, São Paulo - SP, 03165-002, Brazil",Alto da Mooca,"23 33m 38.9812s S, 46 35m 7.86588s W",-23.5608466,-46.5855257
170,"R. Guararapes, 221 - Brooklin, São Paulo - SP, 04561-000, Brazil",Brooklin,"23 36m 44.9752s S, 46 40m 49.3136s W",-23.6125316,-46.6803615
171,"R. Monte Alegre, 599 - Perdizes, São Paulo - SP, 05014-000, Brazil",Perdizes,"23 32m 8.47176s S, 46 40m 6.08232s W",-23.5356866,-46.6683562
172,"R. Cardoso de Almeida, 650 - Perdizes, São Paulo - SP, 05013-000, Brazil",Perdizes,"23 32m 12.0998s S, 46 40m 3.16128s W",-23.5367988,-46.6675481
173,"Condomínio Edifício Maria Trindade - R. Gaivota, 294 - Indianópolis, São Paulo - SP, 04522-030, Brazil",Indianópolis,"23 35m 58.627s S, 46 39m 50.0663s W",-23.5996186,-46.6639073
174,"Rua Morais de Barros, 722 - Campo Belo, São Paulo - SP, 04614-001, Brazil",Campo Belo,"23 36m 59.2459s S, 46 40m 18.0944s W",-23.6165207,-46.6717861
175,"Rua Arruda Alvim, 64 - Pinheiros, São Paulo - SP, 05410-020, Brazil",Pinheiros,"23 33m 17.6944s S, 46 40m 27.0502s W",-23.5548938,-46.6742594
176,"Condomínio Edif Mira - R. Cincinato Braga, 439 - Bela Vista, São Paulo - SP, 01339-011, Brazil",Bela Vista,"23 34m 3.2178s S, 46 38m 49.0214s W",-23.5675804,-46.6469312
177,"Condomínio Edifício Bahamas - R. Paranapanema, 111 - Vila da Saúde, São Paulo - SP, 04144-100, Brazil",Vila da Saúde,"23 37m 8.82948s S, 46 38m 12.3331s W",-23.6191123,-46.6367869
178,"Av. Nove de Julho, 5624 - Jardim Paulista, São Paulo - SP, 01406-200, Brazil",Jardim Paulista,"23 33m 58.6746s S, 46 39m 31.072s W",-23.5662422,-46.6585863
179,"Av. Padre Lebret, 138 - Jardim Leonor, São Paulo - SP, 05653, Brazil",Jardim Leonor,"23 36m 3.76308s S, 46 43m 2.6796s W",-23.601446,-46.717651
180,"R. Tutóia, 465 - Paraíso, São Paulo - SP, 04007-002, Brazil",Paraíso,"23 34m 30.0302s S, 46 39m 1.8504s W",-23.574973,-46.6505731
181,"R. Bandeira Paulista, 142 - Itaim Bibi, São Paulo - SP, 04532-000, Brazil",Itaim Bibi,"23 34m 50.7972s S, 46 40m 37.2468s W",-23.5808002,-46.6769165
182,"R. Prof. Carlos de Carvalho, 73 - Itaim Bibi, São Paulo - SP, 04531-080, Brazil",Itaim Bibi,"23 35m 1.06332s S, 46 40m 48.4226s W",-23.583723,-46.6800915
183,"0090 Cond Edifício Claudia - Rua Sergipe, 290 - Higienópolis, São Paulo - SP, 01242-001, Brazil",Higienópolis,"23 32m 54.186s S, 46 39m 23.4965s W",-23.548385,-46.6565268
184,"Condomínio Edifício Colonial - R. Manoel Dutra, 539 - Bela Vista, São Paulo - SP, 01328-010, Brazil",Bela Vista,"23 33m 20.9063s S, 46 38m 54.1172s W",-23.5558088,-46.6483557
185,"Cond Edifício Dona Iracema - R. Caconde, 281 - Jardim Paulista, São Paulo - SP, 01425-011, Brazil",Jardim Paulista,"23 34m 25.7146s S, 46 39m 34.3418s W",-23.5737131,-46.6595518
186,"R. Anatólia, 613 - Alto de Pinheiros, São Paulo - SP, 05471-000, Brazil",Alto de Pinheiros,"23 32m 30.7s S, 46 43m 37.3037s W",-23.5418611,-46.7270288
187,"Av. Itaboraí, 424 - Bosque da Saúde, São Paulo - SP, 04135-000, Brazil",Bosque da Saúde,"23 36m 30.9125s S, 46 37m 47.51s W",-23.6083869,-46.6298825
188,"Rua Jaboticabal, 450 - Vila Bertioga, São Paulo - SP, 03188-000, Brazil",Vila Bertioga,"23 33m 40.1447s S, 46 34m 43.2062s W",-23.5611669,-46.578667
189,"Rua Vergueiro, 4241 - Jardim Vila Mariana, São Paulo - SP, 04101-300, Brazil",Jardim Vila Mariana,"23 35m 41.5518s S, 46 37m 37.1006s W",-23.594879,-46.626999
190,"R. Prof. Sousa Barros, 257 - Vila Monte Alegre, São Paulo - SP, 04307-100, Brazil",Vila Monte Alegre,"23 37m 44.2265s S, 46 38m 35.0182s W",-23.6288653,-46.6431841
191,"Av. Nove de Julho, 571 - Bela Vista, São Paulo - SP, 01312-000, Brazil",Bela Vista,"23 33m 2.70612s S, 46 38m 38.1847s W",-23.55078,-46.643969
192,"R. Francisco Leitão, 198 - Pinheiros, São Paulo - SP, 05414-020, Brazil",Pinheiros,"23 33m 46.1315s S, 46 40m 48.1602s W",-23.562834,-46.6801153
193,"Condomínio Edifício Rondonia - R. Conselheiro Brotero, 1352 - Santa Cecilia, São Paulo - SP, 01232-010, Brazil",Santa Cecilia,"23 32m 16.9332s S, 46 39m 41.5001s W",-23.5380023,-46.6614989
194,"Alameda Fernão Cardim, 395 - Jardim Paulista, São Paulo - SP, 01403-020, Brazil",Jardim Paulista,"23 34m 4.64736s S, 46 39m 16.7749s W",-23.5679414,-46.6545237
195,"Rua Tucuna, 824 - Pompeia, São Paulo - SP, 05021-010, Brazil",Pompeia,"23 32m 4.2252s S, 46 41m 8.41884s W",-23.534507,-46.6856719
196,"R. Leandro Teixeira, 12 - Morumbi, São Paulo - SP, 05662-060, Brazil",Morumbi,"23 36m 39.6706s S, 46 43m 28.4264s W",-23.6111567,-46.7242833
197,"R. Visc. de Inhomerim, 442 - Mooca, São Paulo - SP, 03120-000, Brazil",Mooca,"23 33m 45.9594s S, 46 35m 59.7815s W",-23.5627788,-46.5999756
198,"Rua Haddock Lobo, 571 - Cerqueira César, São Paulo - SP, 01414-001, Brazil",Cerqueira César,"23 33m 28.301s S, 46 39m 41.4194s W",-23.5578723,-46.6615168
199,"R. Rosa Magni Miralha, 46 - Vila Santo Estefano, São Paulo - SP, 04152-010, Brazil",Vila Santo Estefano,"23 37m 23.4491s S, 46 37m 30.1721s W",-23.6231593,-46.6250221
200,"Rua Apinajés, 600 - Pompeia, São Paulo - SP, 05017-000, Brazil",Pompeia,"23 32m 10.8805s S, 46 40m 46.5481s W",-23.5364668,-46.6795653
201,"R. Suzano, 55 - Jardim Paulista, São Paulo - SP, 05767-006, Brazil",Jardim Paulista,"23 34m 42.2872s S, 46 40m 10.8671s W",-23.578361,-46.6698801
202,"R. Luís Gama, 746 - Cambuci, São Paulo - SP, 01519-010, Brazil",Cambuci,"23 33m 36.8536s S, 46 37m 18.6085s W",-23.560198,-46.6218485
203,"R. Pascal, 760 - Campo Belo, São Paulo - SP, 04616-002, Brazil",Campo Belo,"23 37m 10.0974s S, 46 40m 25.4096s W",-23.6194404,-46.6735745
204,"R. Gen. Chagas Santos, 156 - Vila da Saúde, São Paulo - SP, 04146-050, Brazil",Vila da Saúde,"23 37m 7.10976s S, 46 38m 0.60324s W",-23.6186442,-46.6335015
205,"R. Prof. José Horácio Meirelles Teixeira, 645 - Vila Suzana, São Paulo - SP, 05630-130, Brazil",Vila Suzana,"23 36m 44.9104s S, 46 44m 12.1387s W",-23.6124872,-46.7361891
206,"Praça Zuinglio Themudo Lessa, 56 - Cambuci, São Paulo - SP, 01527-080, Brazil",Cambuci,"23 33m 44.0611s S, 46 37m 49.1228s W",-23.56221,-46.630224
207,"Condomínio Edifício Bela Cintra - R. Bela Cintra, 196 - Cerqueira César, São Paulo - SP, 01415-000, Brazil",Cerqueira César,"23 33m 6.66396s S, 46 39m 17.3056s W",-23.5518801,-46.6547981
208,"R. Baronesa de Itu, 788 - Santa Cecilia, São Paulo - SP, 01231-000, Brazil",Santa Cecilia,"23 32m 16.426s S, 46 39m 37.5754s W",-23.5380398,-46.6604947
209,"Alameda Casa Branca, 752 - Jardim Paulista, São Paulo - SP, 01408-000, Brazil",Jardim Paulista,"23 34m 0.56748s S, 46 39m 39.4427s W",-23.5668589,-46.6609185
210,"Rua São Paulo Antigo, 425 - Real Parque, São Paulo - SP, 05684-010, Brazil",Real Parque,"23 36m 19.8094s S, 46 42m 16.3156s W",-23.6054529,-46.7045123
211,"Alameda Ribeirão Preto, 117 - Bela Vista, São Paulo - SP, 01331-001, Brazil",Bela Vista,"23 33m 53.5795s S, 46 38m 54.686s W",-23.564859,-46.6484828
212,"Alameda Jauaperi, 765 - Indianópolis, São Paulo - SP, 04523-013, Brazil",Indianópolis,"23 36m 12.4178s S, 46 39m 55.5725s W",-23.603322,-46.6654705
213,"R. Rino Pieralini, 175 - Vila Mariana, São Paulo - SP, 04017-010, Brazil",Vila Mariana,"23 35m 17.6543s S, 46 38m 12.0242s W",-23.5882965,-46.6366419
214,"R. São Carlos do Pinhal, 318 - Bela Vista, São Paulo - SP, 01333-000, Brazil",Bela Vista,"23 33m 51.5012s S, 46 39m 1.215s W",-23.5643118,-46.6503507
215,"Rua Araújo Gondim, 88 - Sacomã, São Paulo - SP, 04252-040, Brazil",Sacomã,"23 36m 53.9906s S, 46 35m 49.3048s W",-23.6149954,-46.5969541
216,"R. Estado de Israel, 659 - Vila Clementino, São Paulo - SP, 04022-002, Brazil",Vila Clementino,"23 35m 39.7183s S, 46 38m 45.429s W",-23.5942828,-46.6458573
217,"R. Jacques Félix, 499 - Vila Nova Conceição, São Paulo - SP, 04509-001, Brazil",Vila Nova Conceição,"23 35m 33.3704s S, 46 40m 16.8128s W",-23.5925334,-46.671478
218,"R. Croata, 440 - Lapa, São Paulo - SP, 05056-020, Brazil",Lapa,"23 31m 56.1781s S, 46 42m 20.1258s W",-23.532292,-46.705484
219,"R. Antônio Aggio, 994 - Vila Andrade, São Paulo - SP, 05713-420, Brazil",Vila Andrade,"23 37m 34.8827s S, 46 43m 58.8752s W",-23.6260487,-46.7330375
220,"R. Bela Cintra, 85 - Consolação, São Paulo - SP, 01415-000, Brazil",Consolação,"23 33m 4.86396s S, 46 39m 13.9072s W",-23.5514584,-46.6539606
221,"Alameda Campinas, 1213 - Jardins, São Paulo - SP, 01404-001, Brazil",Jardins,"23 34m 14.9286s S, 46 39m 27.4885s W",-23.5708089,-46.6576442
222,"R. Michigan, 517 - Itaim Bibi, São Paulo - SP, 04566-000, Brazil",Itaim Bibi,"23 36m 54.7369s S, 46 41m 8.10564s W",-23.6151197,-46.6856933
223,"2292 Cond Edifício Edna - R. Cardoso de Almeida, 978 - Perdizes, São Paulo - SP, 05013-001, Brazil",Perdizes,"23 32m 20.8907s S, 46 40m 9.3612s W",-23.5391853,-46.6692787
224,"R. Dr. Eduardo de Souza Aranha, 191 - Itaim Bibi, São Paulo - SP, 04543-120, Brazil",Vila Nova Conceição,"23 35m 18.3523s S, 46 40m 24.4592s W",-23.5884312,-46.673461
225,"Av. José Galante, 585 - Vila Suzana, São Paulo - SP, 05642-001, Brazil",Vila Suzana,"23 37m 16.1965s S, 46 44m 16.3072s W",-23.6211923,-46.7376911
226,"R. Turiassu, 507 - Perdizes, São Paulo - SP, 05005-001, Brazil",Perdizes,"23 32m 0.21948s S, 46 40m 5.02176s W",-23.5333734,-46.668047
227,"Condomínio Jardim Buenos Aires - R. Piauí, 800 - Higienópolis, São Paulo - SP, 01242-030, Brazil",Higienópolis,"23 32m 41.8582s S, 46 39m 29.7925s W",-23.5449849,-46.6582829
228,"R. Joaquim Távora, 1030 - Vila Mariana, São Paulo - SP, 04015-012, Brazil",Vila Mariana,"23 35m 11.3147s S, 46 38m 32.9982s W",-23.5865331,-46.6423076
229,"R. Col. da Glória, 88 - Vila Mariana, São Paulo - SP, 04113-000, Brazil",Vila Mariana,"23 35m 0.23316s S, 46 37m 35.3057s W",-23.5834404,-46.6265534
230,"R. Girassol, 1640 - Vila Madalena, São Paulo - SP, 05433-002, Brazil",Vila Madalena,"23 32m 47.1739s S, 46 41m 39.9728s W",-23.5464366,-46.6942966
231,"R. Dr. Miranda de Azevedo, 1428 - Vila Anglo Brasileira, São Paulo - SP, 05027-000, Brazil",Vila Anglo Brasileira,"23 32m 7.59084s S, 46 41m 42.1692s W",-23.5354632,-46.6949941
232,"R. Dr. Luiz Migliano, 2058 - Jardim Caboré, São Paulo - SP, 05727, Brazil",Jardim Caboré,"23 37m 20.0892s S, 46 44m 21.588s W",-23.6222179,-46.7390657
233,"R. dos Democratas, 657 - Vila Monte Alegre, São Paulo - SP, 04305-000, Brazil",Vila Monte Alegre,"23 37m 43.7441s S, 46 38m 10.0594s W",-23.6289504,-46.6360883
234,"R. Emílio de Menezes, 38 - Santa Cecilia, São Paulo - SP, 01231-020, Brazil",Santa Cecilia,"23 32m 11.8982s S, 46 39m 36.211s W",-23.5367197,-46.6601372
235,"Condomínio Edifício Paradis - R. Marcus Pereira, 37 - Vila Andrade, São Paulo - SP, 05642-020, Brazil",Vila Andrade,"23 37m 25.1904s S, 46 44m 8.45412s W",-23.623664,-46.7356817
236,"Rua Apinajés, 303 - Pompeia, São Paulo - SP, 05017-000, Brazil",Pompeia,"23 32m 3.27912s S, 46 40m 39.733s W",-23.5341635,-46.6775915
237,"Alameda Lorena, 441 - Jardim Paulista, São Paulo - SP, 01424-003, Brazil",Jardim Paulista,"23 34m 14.8699s S, 46 39m 31.4546s W",-23.5707442,-46.6586196
238,"Rua Comendador Roberto Ugolini, 50 - Parque da Mooca, São Paulo - SP, 03125-010, Brazil",Parque da Mooca,"23 34m 36.242s S, 46 35m 26.7263s W",-23.5767906,-46.590736
239,"R. Francisco Isoldi, 236 - Alto de Pinheiros, São Paulo - SP, 05441-040, Brazil",Alto de Pinheiros,"23 32m 48.8569s S, 46 41m 39.9491s W",-23.5468766,-46.6944203
240,"R. Ventura Ladalardo, 150 - Panamby, São Paulo - SP, 05704-140, Brazil",Panamby,"23 37m 39.7304s S, 46 43m 10.1388s W",-23.627852,-46.7195047
241,"Rua Coronel Oscar Porto, 80 - Paraíso, São Paulo - SP, 04003-000, Brazil",Paraíso,"23 34m 20.069s S, 46 38m 51.2207s W",-23.5721857,-46.6475331
242,"Rua Gaspar Lourenço, 231 - Vila Mariana, São Paulo - SP, 04107-000, Brazil",Vila Mariana,"23 34m 54.8285s S, 46 38m 3.81444s W",-23.5819103,-46.6343983
243,"Rua Ribeiro do Vale, 357 - Brooklin, São Paulo - SP, 04568-000, Brazil",Brooklin,"23 36m 45.1393s S, 46 41m 16.3939s W",-23.6126108,-46.6878865
244,"R. Leonardo Mota, 100 - Butantã, São Paulo - SP, 05586-090, Brazil",Butantã,"23 34m 9.43356s S, 46 43m 38.2231s W",-23.569292,-46.7272865
245,"Condomínio Edifício San Juan e San Justin - R. Clodomiro Amazonas, 1256 - Vila Olímpia, São Paulo - SP, 04537-002, Brazil",Vila Olímpia,"23 35m 43.2233s S, 46 40m 36.0257s W",-23.5953398,-46.6766738
246,"Av. Engenheiro Luís Carlos Berrini, 1618 - Cidade Monções, São Paulo - SP, 04571-000, Brazil",Cidade Monções,"23 36m 38.7529s S, 46 41m 42.6343s W",-23.6107824,-46.6950502
247,"R. Capitã Messias, 64 - Perdizes, São Paulo - SP, 05004-020, Brazil",Perdizes,"23 32m 1.64976s S, 46 39m 51.0113s W",-23.5337833,-46.6641904
248,"Condomínio Edifparadise Residence - R. Pio XII, 288 - Liberdade, São Paulo - SP, 01322-030, Brazil",Liberdade,"23 33m 54.2797s S, 46 38m 36.6234s W",-23.5650924,-46.6435065
249,"Alameda Lorena, 1157 - Cerqueira César, São Paulo - SP, 01424-005, Brazil",Cerqueira César,"23 33m 58.9878s S, 46 39m 49.1335s W",-23.5663786,-46.6636685
250,"R. Sabará, 401 - Higienópolis, São Paulo - SP, 01239-011, Brazil",Higienópolis,"23 32m 48.997s S, 46 39m 16.8368s W",-23.5469253,-46.6546653
251,"R. Estado de Israel, 860 - Vila Clementino, São Paulo - SP, 04022-002, Brazil",Vila Clementino,"23 35m 38.4133s S, 46 38m 53.0394s W",-23.594104,-46.648007
252,"R. Heitor Peixoto, 848 - Cambuci, São Paulo - SP, 01543-001, Brazil",Cambuci,"23 34m 33.9812s S, 46 37m 8.77044s W",-23.5760894,-46.6189917
253,"R. Dankmar Adler, 177 - Vila Suzana, São Paulo - SP, 05641-110, Brazil",Vila Suzana,"23 37m 10.1374s S, 46 44m 17.578s W",-23.6193033,-46.7379953
254,"R. Caiubi, 1108 - Perdizes, São Paulo - SP, 05010-000, Brazil",Perdizes,"23 32m 10.9633s S, 46 40m 39.1843s W",-23.5364538,-46.6775222
255,"Condominio Edifício Villa Dei Fiori - R. Zacarias de Gois, 966 - Campo Belo, São Paulo - SP, 04610-002, Brazil",Campo Belo,"23 37m 29.3549s S, 46 40m 21.9691s W",-23.6248211,-46.672768
256,"Condomínio Edifício São Clemente - Av. Angélica, 1653 - Higienópolis, São Paulo - SP, 01227-100, Brazil",Higienópolis,"23 32m 48.8112s S, 46 39m 30.1766s W",-23.546892,-46.6583824
257,"Rua Peixoto Gomide, 449 - Jardim Paulista, São Paulo - SP, 01409-001, Brazil",Jardim Paulista,"23 33m 28.2805s S, 46 39m 18.8442s W",-23.557881,-46.65529
258,"R. Piauí, 365 - Higienópolis, São Paulo - SP, 01241-001, Brazil",Higienópolis,"23 32m 47.8036s S, 46 39m 16.9416s W",-23.5465691,-46.6546898
259,"R. Agostinho Rodrigues Filho, 350 - Vila da Saúde, São Paulo - SP, 04026-040, Brazil",Vila da Saúde,"23 35m 59.5504s S, 46 38m 51.5782s W",-23.5998751,-46.6476606
260,"Condominio Edifício Isola Di Palamos - R. Cunha Gago, 724 - Pinheiros, São Paulo - SP, 05421-001, Brazil",Pinheiros,"23 33m 45.6091s S, 46 41m 37.0122s W",-23.5626692,-46.6936145
261,"R. Casa do Ator, 785 - Vila Olímpia, São Paulo - SP, 04546-003, Brazil",Vila Olímpia,"23 35m 52.9984s S, 46 40m 51.8264s W",-23.598008,-46.6809931
262,"R. Afonso Braz, 537 - Vila Nova Conceição, São Paulo - SP, 04511-011, Brazil",Vila Nova Conceição,"23 35m 43.9426s S, 46 40m 9.19632s W",-23.5955223,-46.6692071
263,"Condomínio Edifício Vanessa Maria - R. Carlos Sampaio, 204 - Paraíso, São Paulo - SP, 01333-020, Brazil",Paraíso,"23 34m 2.79768s S, 46 38m 46.2386s W",-23.5674438,-46.6461774
264,"Condomínio Edifício Maracati - Rua Muniz de Sousa, 932 - Cambuci, São Paulo - SP, 01534-001, Brazil",Cambuci,"23 34m 15.1885s S, 46 37m 41.3299s W",-23.5709013,-46.628136
265,"R. Dep. João Sussumu Hirata, 580 - Vila Andrade, São Paulo - SP, 05715-010, Brazil",Vila Andrade,"23 37m 40.9811s S, 46 43m 55.006s W",-23.627521,-46.7317909
266,"Condomínio Edifício Dona Ziza - R. Aibi, 180 - Alto da Lapa, São Paulo - SP, 05054-010, Brazil",Alto da Lapa,"23 32m 23.3898s S, 46 42m 15.1564s W",-23.539838,-46.704217
267,"R. Passo da Pátria, 1407a - Vila Bela Alianca, São Paulo - SP, 05085-000, Brazil",Vila Bela Alianca,"23 31m 30.7423s S, 46 43m 51.749s W",-23.5249979,-46.7309089
268,"Av. dos Imarés, 317 - Indianópolis, São Paulo - SP, 04085-000, Brazil",Indianópolis,"23 36m 43.5298s S, 46 39m 58.0799s W",-23.6120872,-46.6661385
269,"R. Dr. César, 402 - Santana, São Paulo - SP, 02013-001, Brazil",Santana,"23 30m 7.4484s S, 46 37m 48.8244s W",-23.5022153,-46.6302214
270,"R. Dom Duarte Leopoldo, 168 - Cambuci, São Paulo - SP, 01542-000, Brazil",Cambuci,"23 34m 13.2776s S, 46 37m 28.1647s W",-23.5703252,-46.6244662
271,"R. Teodoro Sampaio, 636 - Pinheiros, São Paulo - SP, 05406-000, Brazil",Pinheiros,"23 33m 24.7169s S, 46 40m 36.0577s W",-23.5569212,-46.6766084
272,"R. Sebastião Paes, 380 - Nova Piraju, São Paulo - SP, 04625-061, Brazil",Nova Piraju,"23 37m 36.2374s S, 46 39m 58.6163s W",-23.6266386,-46.6663345
273,"Av. Portugal, 370 - Brooklin, São Paulo - SP, 04559-000, Brazil",Brooklin,"23 36m 44.4636s S, 46 40m 46.5856s W",-23.6124391,-46.6794743
274,"R. Ouvidor Peleja, 232 - Vila Mariana, São Paulo - SP, 04128-000, Brazil",Vila Mariana,"23 36m 10.5178s S, 46 38m 4.30152s W",-23.6028068,-46.6344326
275,"R. Carlos Weber, 535 - Vila Leopoldina, São Paulo - SP, 05303-000, Brazil",Vila Leopoldina,"23 31m 33.011s S, 46 43m 55.9297s W",-23.5258915,-46.7322336
276,"Parque Monte Verde - Rua Professor Alexandre Correia - Paraíso do Morumbi, São Paulo - SP, 05657-230, Brazil",Paraíso do Morumbi,"23 37m 23.6428s S, 46 43m 10.2734s W",-23.6232341,-46.7195204
